"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Employees - type of connection to the internet (NACE Rev. 1.1 activity)"	"isoc_ci_it_p"	"dataset"	"16.06.2014"	"17.10.2016"	"2002"	"2009"	
"                        Internet activities - enterprises (NACE Rev. 1.1 activity)"	"isoc_ci_ac_e"	"dataset"	"16.06.2014"	"04.07.2013"	"2002"	"2009"	
"                        Enterprises - remote working (NACE Rev. 1.1 activity)"	"isoc_ci_tw_e"	"dataset"	"26.03.2009"	"06.03.2012"	"2003"	"2006"	
"                        Employees - remote working (NACE Rev. 1.1 activity)"	"isoc_ci_tw_p"	"dataset"	"26.03.2009"	"06.03.2012"	"2003"	"2006"	
"                    E-business"	"isoc_eb_en1"	"folder"	" "	" "	" "	" "	
"                        Integration of internal business processes (NACE Rev. 1.1 activity)"	"isoc_pibi_ibp"	"dataset"	"16.06.2014"	"13.09.2016"	"2003"	"2009"	
"                        Integration with suppliers and/or customers (NACE Rev. 1.1 activity)"	"isoc_pibi_isc"	"dataset"	"16.06.2014"	"11.08.2016"	"2003"	"2009"	
"                    ICT competence and demand for ICT skills"	"isoc_sken1"	"folder"	" "	" "	" "	" "	
"                        Enterprises who employed ICT/IT specialists (NACE Rev. 1.1 activity)"	"isoc_ske_itsp_e"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                        ICT/IT specialists employed by enterprises (NACE Rev. 1.1 activity)"	"isoc_ske_itsp_p"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                        Enterprises who recruited or tried to recruit personnel for jobs requiring ICT skills (NACE Rev. 1.1 activity)"	"isoc_ske_itrcr"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                        Main reasons for hard-to-fill vacancies for ICT specialist jobs (NACE Rev. 1.1 activity)"	"isoc_ske_itspvr"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                        Enterprises who provided training to develop/upgrade ICT skills of their personnel (NACE Rev. 1.1 activity)"	"isoc_ske_itt"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                        Enterprises where external suppliers performed ICT functions (NACE Rev. 1.1 activity)"	"isoc_ske_xfsp"	"dataset"	"16.06.2014"	"04.07.2013"	"2007"	"2007"	
"                Benchmarking indicators 2011-2015"	"isoc_pi"	"folder"	" "	" "	" "	" "	
"                    Benchmarking digital Europe: key performance indicators"	"isoc_pibdek"	"folder"	" "	" "	" "	" "	
"                        Digital single market - promoting e-commerce for individuals"	"isoc_bdek_smi"	"dataset"	"26.04.2017"	"26.04.2017"	"2004"	"2016"	
"                        Digital single market - promoting e-commerce for businesses"	"isoc_bdek_sme"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                        Digital inclusion - individuals"	"isoc_bdek_di"	"dataset"	"26.04.2017"	"26.04.2017"	"2003"	"2016"	
"                        Public services - individuals"	"isoc_bdek_ps"	"dataset"	"26.04.2017"	"26.04.2017"	"2008"	"2016"	
"                    Benchmarking digital Europe: 2011-2015 indicators"	"isoc_pibde15"	"folder"	" "	" "	" "	" "	
"                        Broadband and connectivity"	"isoc_bde15b"	"folder"	" "	" "	" "	" "	
"                            Broadband and connectivity - households"	"isoc_bde15b_h"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                            Broadband and connectivity - individuals"	"isoc_bde15b_i"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                            Broadband and connectivity - persons employed"	"isoc_bde15b_p"	"dataset"	"11.05.2017"	"18.01.2017"	"2009"	"2016"	
"                            Broadband and connectivity - enterprises"	"isoc_bde15b_e"	"dataset"	"11.05.2017"	"14.12.2016"	"2010"	"2016"	
"                        ICT usage by individuals"	"isoc_bde15c"	"folder"	" "	" "	" "	" "	
"                            Internet use and activities"	"isoc_bde15cua"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                            E-banking and e-commerce"	"isoc_bde15cbc"	"dataset"	"26.04.2017"	"26.04.2017"	"2002"	"2016"	
"                            E-skills"	"isoc_bde15csk"	"dataset"	"26.04.2017"	"26.04.2017"	"2005"	"2014"	
"                        ICT usage by enterprises"	"isoc_bde15d"	"folder"	" "	" "	" "	" "	
"                            Integration of internal processes"	"isoc_bde15dip"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2015"	
"                            Integration with customers/suppliers and SCM"	"isoc_bde15disc"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                            Key technologies for the internet of things"	"isoc_bde15dth"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2014"	
"                            E-commerce, customer relation management (CRM) and secure transactions"	"isoc_bde15dec"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2016"	
"                        E-public services"	"isoc_bde15e"	"folder"	" "	" "	" "	" "	
"                            Individuals using the internet for interacting with public authorities"	"isoc_bde15ei"	"dataset"	"26.04.2017"	"26.04.2017"	"2008"	"2016"	
"                            Enterprises using the internet for interacting with public authorities"	"isoc_bde15ee"	"dataset"	"11.05.2017"	"14.12.2016"	"2009"	"2013"	
"                Telecommunication services"	"isoc_tc"	"folder"	" "	" "	" "	" "	
"                    Fixed broadband - coverage"	"isoc_tc_fbcov"	"dataset"	"13.08.2014"	"13.08.2014"	"2005"	"2013"	
"                    Fixed broadband - subscriptions and penetration"	"isoc_tc_fbsupe"	"dataset"	"14.08.2014"	"27.01.2016"	"2004M12"	"2013M12"	
"                    Fixed broadband - subscriptions by speed"	"isoc_tc_fbsusp"	"dataset"	"13.08.2014"	"13.08.2014"	"2007M12"	"2013M12"	
"                    Fixed broadband - market share"	"isoc_tc_fbmash"	"dataset"	"14.08.2014"	"13.08.2014"	"2004M12"	"2013M12"	
"                    Mobile broadband - coverage"	"isoc_tc_mbcov"	"dataset"	"13.08.2014"	"13.08.2014"	"2008"	"2013"	
"                    Mobile broadband - subscriptions and penetration"	"isoc_tc_mbsupe"	"dataset"	"25.08.2013"	"27.01.2016"	"2008M12"	"2012M12"	
"                    Fixed telephony - main telephone lines"	"isoc_tc_ftteli"	"dataset"	"13.08.2014"	"27.01.2016"	"2000"	"2013"	
"                    Mobile communications - subscriptions and penetration"	"isoc_tc_mcsupe"	"dataset"	"14.08.2014"	"27.01.2016"	"2009"	"2013"	
"                    Mobile communications - market share"	"isoc_tc_mcmash"	"dataset"	"13.08.2014"	"13.08.2014"	"2009"	"2013"	
"                    Mobile communications - revenues"	"isoc_tc_mcrev"	"dataset"	"13.08.2014"	"13.08.2014"	"2010"	"2012"	
"                    Telecommunications sector"	"isoc_tc_tcsec"	"dataset"	"13.08.2014"	"13.08.2014"	"2009"	"2012"	
"                    Telecommunication services (until 2010) "	"isoc_tc_hist"	"folder"	" "	" "	" "	" "	
"                        Telecommunication services: prices"	"isoc_tc_tprc"	"dataset"	"17.11.2011"	"06.03.2012"	"1998"	"2010"	
"                        Telecommunication services: employment - full time equivalent"	"isoc_tc_empf"	"dataset"	"23.11.2010"	"08.06.2016"	"1980"	"2009"	
"                        Telecommunication services: employment - number"	"isoc_tc_empn"	"dataset"	"23.11.2010"	"04.11.2015"	"2003"	"2009"	
"                        Telecommunication services: investment"	"isoc_tc_inv"	"dataset"	"12.11.2010"	"26.06.2013"	"1980"	"2009"	
"                        Telecommunication services: turnover"	"isoc_tc_tur"	"dataset"	"07.11.2011"	"26.06.2013"	"1980"	"2009"	
"                        Telecommunication services: international receipts and payments"	"isoc_tc_rec"	"dataset"	"26.03.2009"	"06.03.2012"	"1995"	"2006"	
"                        Telecommunication services: international calls"	"isoc_tc_cal"	"dataset"	"23.11.2010"	"27.01.2016"	"1995"	"2009"	
"                        Telecommunication services: traffic"	"isoc_tc_tra"	"dataset"	"17.12.2010"	"08.06.2016"	"1980"	"2009"	
"                        Telecommunication services: short message service (SMS)"	"isoc_tc_sms"	"dataset"	"15.11.2010"	"27.01.2016"	"1998"	"2009"	
"                        Telecommunication services: access to networks (1 000)"	"isoc_tc_ac1"	"dataset"	"29.11.2010"	"27.01.2016"	"1980"	"2009"	
"                        Telecommunication services: access to networks (per 100 inhabitants)"	"isoc_tc_ac2"	"dataset"	"12.11.2010"	"27.01.2016"	"1991"	"2009"	
"                        Telecommunication services: household share of main telephone lines (%)"	"isoc_tc_hsh"	"dataset"	"26.03.2009"	"26.06.2013"	"1991"	"2006"	
"                        Telecommunication services: operators and service providers"	"isoc_tc_ops"	"dataset"	"14.12.2010"	"08.06.2016"	"1995"	"2009"	
"                        Information technology expenditure in millions of euro and as a percentage of GDP"	"isoc_tc_ite"	"dataset"	"14.11.2011"	"06.03.2012"	"2006"	"2010"	
"                        Market shares in telecommunication"	"isoc_tc_msht"	"dataset"	"14.11.2011"	"08.06.2016"	"2001"	"2010"	
"                        Broadband penetration rate"	"isoc_tc_broad"	"dataset"	"02.12.2011"	"06.03.2012"	"2002M07"	"2011M01"	
