"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"            People living in households with very low work intensity"	"t2020_51"	"table"	"19.07.2017"	"19.07.2017"	"2003"	"2016"	
"            Persistent-at-risk-of-poverty rate"	"tsdsc210"	"table"	"15.07.2017"	"15.07.2017"	"1997"	"2016"	
"            Relative median at-risk-of-poverty gap"	"tsdsc250"	"table"	"15.07.2017"	"15.07.2017"	"1995"	"2016"	
"            Inequality of income distribution"	"tsdsc260"	"table"	"15.07.2017"	"15.07.2017"	"1995"	"2016"	
"            Children at risk of poverty or social exclusion"	"tespm040"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Impact of social transfers (excluding pensions) on poverty reduction by sex"	"tespm050"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            At risk-of-poverty rate for the population living in (quasi-)jobless households"	"tespm060"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            In-work at-risk-of-poverty rate"	"tespm070"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Long-term unemployment rate by sex"	"tesem130"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Early leavers from education and training, age group 18-24"	"tesem020"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Youth unemployment ratio (15-24)"	"tespm080"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Young people neither in employment nor in education and training by sex"	"tesem150"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Employment rate of older workers, age group 55-64"	"tesem050"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            At risk of poverty or social exclusion rate for elderly (65+)"	"tespm090"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Median relative income of elderly people - EU-SILC survey"	"tespn020"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Aggregate replacement ratio"	"tespm100"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Self-reported unmet need for medical care by sex"	"tespm110"	"table"	"08.06.2017"	"08.06.2017"	"2005"	"2016"	
"            Healthy life years at 65 - males"	"tespm120"	"table"	"14.06.2017"	"14.06.2017"	"2004"	"2015"	
"            Healthy life years at 65 - females"	"tespm130"	"table"	"14.06.2017"	"14.06.2017"	"2004"	"2015"	
"            Housing cost overburden rate"	"tespm140"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"        Employment performance monitor - indicators"	"tesem"	"folder"	" "	" "	" "	" "	
"            Employment rate by sex"	"tesem010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Early leavers from education and training, age group 18-24"	"tesem020"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Tertiary educational attainment, age group 30-34"	"tesem030"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Overall employment growth"	"tesem040"	"table"	"29.06.2017"	"29.06.2017"	"2003"	"2014"	
"            Employment rate of older workers, age group 55-64"	"tesem050"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Gender employment gap"	"tesem060"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Youth employment rate, age group 20-29"	"tesem070"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Employment rate of low skilled persons, age group 20-64"	"tesem080"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Employment rate of non-EU nationals, age group 20-64"	"tesem090"	"table"	"19.07.2017"	"19.07.2017"	"2006"	"2016"	
"            Part-time employment rate"	"tesem100"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Temporary employees as percentage of the total number of employees"	"tesem110"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Unemployment rate by sex"	"tesem120"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Long-term unemployment rate by sex"	"tesem130"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Youth unemployment rate by sex"	"tesem140"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Young people neither in employment nor in education and training by sex"	"tesem150"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Labour productivity per person employed and hour worked (EU28=100)"	"tesem160"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Nominal and real unit labour cost growth"	"tesem170"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Gender pay gap in unadjusted form"	"tesem180"	"table"	"19.07.2017"	"19.07.2017"	"2007"	"2015"	
"            Involuntary temporary employment"	"tesem190"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Newly employed"	"tesem200"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            At-risk of poverty rate of unemployed persons"	"tesem210"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Tax rate on low wage earners - Unemployment trap"	"tesem220"	"table"	"29.03.2017"	"29.03.2017"	"2004"	"2015"	
"            Percentage of the population with at least upper secondary educational attainment, age group 25-64"	"tesem240"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Adult participation in learning by sex"	"tsdsc440"	"table"	"19.07.2017"	"19.07.2017"	"1992"	"2016"	
"        Social inclusion and social policy indicators"	"tesip"	"folder"	" "	" "	" "	" "	
"            Overarching Portfolio"	"tesov"	"folder"	" "	" "	" "	" "	
"                At-risk-of-poverty rate by sex"	"tessi010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                At-risk-of-poverty rate by age group - EU-SILC survey"	"tessi012"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                At-risk-of-poverty threshold - EU-SILC survey"	"tessi014"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                Relative median at-risk-of-poverty risk gap - EU-SILC survey"	"tesov016"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                Income quintile share ratio (S80/S20) by sex"	"tessi180"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                Median relative income of elderly people - EU-SILC survey"	"tespn020"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                At-risk-of-poverty rate anchored at a fixed moment in time (2005) by sex - EU-SILC survey"	"tessi220"	"table"	"15.07.2017"	"15.07.2017"	"2006"	"2016"	
"                At-risk-of-poverty rate anchored at a fixed moment in time (2005) by age group - EU-SILC survey"	"tesov092"	"table"	"15.07.2017"	"15.07.2017"	"2006"	"2016"	
"                In-work at-risk-of-poverty rate by sex"	"tesov110"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                Context information"	"tesovcont"	"folder"	" "	" "	" "	" "	
"                    Distribution of population by household types - EU-SILC survey"	"tesov190"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate before social transfers by sex - EU-SILC survey"	"tesov250"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate before social transfers by age group - EU-SILC survey"	"tesov252"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Social Inclusion Portfolio"	"tessi"	"folder"	" "	" "	" "	" "	
"                Primary indicators"	"tessiprim"	"folder"	" "	" "	" "	" "	
"                    At-risk-of-poverty rate by sex"	"tessi010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate by age group - EU-SILC survey"	"tessi012"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty threshold - EU-SILC survey"	"tessi014"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Persistent at-risk-of poverty rate by sex - EU-SILC survey"	"tessi020"	"table"	"15.07.2017"	"15.07.2017"	"2003"	"2016"	
"                    Persistent at-risk-of poverty rate by age group - EU-SILC survey"	"tessi022"	"table"	"15.07.2017"	"15.07.2017"	"2003"	"2016"	
"                    Relative median poverty risk gap by age group - EU-SILC survey"	"tessi030"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Material Deprivation rate by sex - EU-SILC survey"	"tessi080"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Material Deprivation rate by age group - EU-SILC survey"	"tessi082"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Secondary indicators"	"tessisec"	"folder"	" "	" "	" "	" "	
"                    At-risk-of poverty"	"tessisec_rp"	"folder"	" "	" "	" "	" "	
"                        At-risk-of poverty rate by detailed age group - EU-SILC survey"	"tessi120"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        At-risk-of poverty rate by household type - EU-SILC survey"	"tessi121"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                        At-risk-of-poverty rate of households without dependent children by work intensity - EU-SILC survey"	"tessi122"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                        At-risk-of-poverty rate of households with at least one dependent child by work intensity - EU-SILC survey"	"tessi123"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                        At-risk-of poverty rate by most frequent activity status - EU-SILC survey"	"tessi124"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                        At-risk-of poverty rate by tenure status - EU-SILC survey"	"tessi125"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                        Dispersion around the at-risk-of-poverty threshold - EU-SILC survey"	"tessi126"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Depth of material deprivation - EU-SILC survey"	"tessi150"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Housing cost overburden"	"tessisec_or"	"folder"	" "	" "	" "	" "	
"                        Housing cost overburden rate by sex - EU-SILC survey"	"tessi160"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by age group - EU-SILC survey"	"tessi161"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by income quintile - EU-SILC survey"	"tessi162"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by poverty status - EU-SILC survey"	"tessi163"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by tenure status - EU-SILC survey"	"tessi164"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by degree of urbanisation - EU-SILC survey"	"tessi165"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Housing cost overburden rate by household type - EU-SILC survey"	"tessi166"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Overcrowding rate"	"tessisec_hc"	"folder"	" "	" "	" "	" "	
"                        Overcrowding rate by sex - EU-SILC survey"	"tessi170"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by age group - EU-SILC survey"	"tessi171"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by poverty status - EU-SILC survey"	"tessi172"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by tenure status - EU-SILC survey"	"tessi173"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by degree of urbanisation - EU-SILC survey"	"tessi174"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by household type - EU-SILC survey"	"tessi175"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by sex - population without single-person households - EU-SILC survey"	"tessi176"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by age group - population without single-person households - EU-SILC survey"	"tessi177"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                        Overcrowding rate by poverty status - population without single-person households - EU-SILC survey"	"tessi178"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Context information "	"tessicont"	"folder"	" "	" "	" "	" "	
"                    Income quintile share ratio (S80/S20) by sex"	"tessi180"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Gini coefficient of equivalised disposable income - EU-SILC survey"	"tessi190"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate anchored at a fixed moment in time (2005) by sex - EU-SILC survey"	"tessi220"	"table"	"15.07.2017"	"15.07.2017"	"2006"	"2016"	
"                    At-risk-of-poverty rate before social transfers by sex - EU-SILC survey"	"tessi230"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    In-work at-risk-of-poverty rate by working time - EU-SILC survey"	"tessi250"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Housing deprivation rate by number of item - EU-SILC survey"	"tessi291"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"	"tessi292"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey"	"tessi293"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey"	"tessi294"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Share of total population considering their dwelling as too dark - EU-SILC survey"	"tessi295"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median of the housing cost burden distribution by sex - EU-SILC survey"	"tessi300"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median of the housing cost burden distribution by age group - EU-SILC survey"	"tessi301"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median of the housing cost burden distribution by poverty status - EU-SILC survey"	"tessi302"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey"	"tessi303"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Pensions Portfolio"	"tespnx"	"folder"	" "	" "	" "	" "	
"                First streamlined objective pensions: adequate pensions"	"tespnfirst"	"folder"	" "	" "	" "	" "	
"                    At-risk-of-poverty rate of older people by sex - EU-SILC survey"	"tespn010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median relative income of elderly people - EU-SILC survey"	"tespn020"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate of older people by detailed age group - EU-SILC survey"	"tespn050"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                    Median relative income of elderly people (60+) - EU-SILC survey"	"tespn060"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Aggregate replacement ratio for pensions (excluding other social benefits) by sex"	"tespn070"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Income inequality for older people - EU-SILC survey"	"tespn080"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Relative median poverty risk gap of elderly people - EU-SILC survey"	"tespn090"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate for pensioners - EU-SILC survey"	"tespn100"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    At-risk-of-poverty rate of elderly people by tenure status - EU-SILC survey"	"tespn110"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey"	"tespn120"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Third streamlined objective pensions: modernised pensions "	"tespnthird"	"folder"	" "	" "	" "	" "	
"                    Gender differences in the risk of poverty - EU-SILC survey"	"tespn240"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Gender differences in the relative income of elderly people (65+) - EU-SILC survey"	"tespn250"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Gender differences in aggregate replacement ratio - EU-SILC survey"	"tespn260"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"                    Gender differences in the relative income of older people - EU-SILC survey"	"tespn270"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"    European pillar of social rights"	"tepsr"	"folder"	" "	" "	" "	" "	
"        Equal opportunities and access to the labour market "	"tepsr_lm"	"folder"	" "	" "	" "	" "	
"            Education, skills and lifelong learning"	"tepsr_lm_edu"	"folder"	" "	" "	" "	" "	
"                Early leavers from education and training by sex"	"tsdsc410"	"table"	"19.07.2017"	"19.07.2017"	"1992"	"2016"	
"                Adult participation in learning by sex"	"tsdsc440"	"table"	"19.07.2017"	"19.07.2017"	"1992"	"2016"	
"                Tertiary educational attainment by sex, age group 30-34"	"tsdsc480"	"table"	"19.07.2017"	"19.07.2017"	"1992"	"2016"	
"            Gender equality in the labour market"	"tepsr_lm_gend"	"folder"	" "	" "	" "	" "	
"                Gender employment gap"	"tesem060"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Gender gap in part-time employment"	"tepsr_lm210"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Gender pay gap in unadjusted form"	"tsdsc340"	"table"	"19.07.2017"	"19.07.2017"	"2002"	"2015"	
"            Inequality and upward mobility"	"tepsr_lm_ineq"	"folder"	" "	" "	" "	" "	
"                Income quintile share ratio (S80/S20) by sex"	"tessi180"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Living conditions and poverty"	"tepsr_lm_livc"	"folder"	" "	" "	" "	" "	
"                People at risk of poverty or social exclusion by sex"	"tepsr_lm410"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                At-risk-of-poverty rate by sex"	"tessi010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Severe material deprivation rate by sex"	"tepsr_lm420"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                People living in households with very low work intensity by sex"	"tepsr_lm430"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Severe housing deprivation rate by tenure status"	"tepsr_lm440"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Youth"	"tepsr_lm_yth"	"folder"	" "	" "	" "	" "	
"                Young people neither in employment nor in education and training by sex"	"tesem150"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"        Dynamic labour markets and fair working conditions"	"tepsr_wc"	"folder"	" "	" "	" "	" "	
"            Labour force structure"	"tepsr_wc_lfs"	"folder"	" "	" "	" "	" "	
"                Employment rate by sex"	"tesem010"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Employment rate by age"	"tepsr_wc110"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Employment rate by educational attainment level"	"tsdec430"	"table"	"19.07.2017"	"19.07.2017"	"1992"	"2016"	
"                Unemployment rate by sex"	"tesem120"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Unemployment rate by age"	"tepsr_wc170"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Unemployment rate by educational attainment level"	"tepsr_wc140"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Activity rate by sex"	"tepsr_wc130"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Activity rate by age"	"tepsr_wc160"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Youth unemployment rate by sex"	"tesem140"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Long-term unemployment rate by sex"	"tesem130"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"            Labour market dynamics"	"tepsr_wc_lmd"	"folder"	" "	" "	" "	" "	
"                Participation in activation labour market policies by sex (Source: DG EMPL)"	"tepsr_wc210"	"table"	"19.07.2017"	"19.07.2017"	"2004"	"2015"	
"                Employment in current job by duration"	"tepsr_wc220"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                Labour transitions from temporary to permanent contracts by sex -3-year average"	"tepsr_wc230"	"table"	"19.07.2017"	"19.07.2017"	"2007"	"2016"	
"            Income, including employment-related"	"tepsr_wc_ier"	"folder"	" "	" "	" "	" "	
"                Real adjusted gross disposable income of households - per capita in PPS (index = 2008)"	"tepsr_wc310"	"table"	"20.07.2017"	"20.07.2017"	"2004"	"2015"	
"                Compensation of employees per hour worked"	"tepsr_wc320"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                In-work at-risk-of-poverty rate by sex"	"tesov110"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"        Public support / Social protection and inclusion"	"tepsr_sp"	"folder"	" "	" "	" "	" "	
"            Impact of public policies on reducing poverty"	"tepsr_sp_imp"	"folder"	" "	" "	" "	" "	
"                Impact of social transfers (excluding pensions) on poverty reduction by sex"	"tespm050"	"table"	"19.07.2017"	"19.07.2017"	"2005"	"2016"	
"                General government expenditure by function"	"tepsr_sp110"	"table"	"19.07.2017"	"19.07.2017"	"2004"	"2015"	
"                Aggregate replacement ratio for pensions (excluding other social benefits) by sex"	"tespn070"	"table"	"15.07.2017"	"15.07.2017"	"2005"	"2016"	
"            Early childhood education and care"	"tepsr_sp_chld"	"folder"	" "	" "	" "	" "	
"                Children aged less than 3 years in formal childcare"	"tepsr_sp210"	"table"	"15.06.2017"	"15.06.2017"	"2005"	"2015"	
"            Healthcare"	"tepsr_sp_hlth"	"folder"	" "	" "	" "	" "	
"                Self-reported unmet need for medical care by sex"	"tespm110"	"table"	"08.06.2017"	"08.06.2017"	"2005"	"2016"	
"                Out-of-pocket expenditure on healthcare"	"tepsr_sp310"	"table"	"19.07.2017"	"19.07.2017"	"2004"	"2015"	
"                Healthy life years and life expectancy at age 65 by sex"	"tsdph220"	"table"	"19.07.2017"	"19.07.2017"	"2004"	"2015"	
"            Connectivity"	"tepsr_sp_conn"	"folder"	" "	" "	" "	" "	
"                Individuals who have basic or above basic overall digital skills by sex"	"tepsr_sp410"	"table"	"19.07.2017"	"19.07.2017"	"2015"	"2016"	
"Cross cutting topics"	"cc"	"folder"	" "	" "	" "	" "	
"    Quality of life"	"qol"	"folder"	" "	" "	" "	" "	
"        Material living conditions"	"qol_mlc"	"folder"	" "	" "	" "	" "	
"            Income"	"qol_mlc_i"	"folder"	" "	" "	" "	" "	
"                Mean and median income by age and sex - EU-SILC survey"	"ilc_di03"	"dataset"	"15.07.2017"	"30.05.2017"	"1995"	"2016"	
"                At-risk-of-poverty rate by poverty threshold, age and sex - EU-SILC survey"	"ilc_li02"	"dataset"	"15.07.2017"	"13.07.2017"	"1995"	"2016"	
"                At-risk-of-poverty rate anchored at a fixed moment in time (2008) by age and sex - EU-SILC survey"	"ilc_li22b"	"dataset"	"15.07.2017"	"10.07.2017"	"2008"	"2016"	
"                S80/S20 income quintile share ratio by sex and selected age group - EU-SILC survey"	"ilc_di11"	"dataset"	"15.07.2017"	"30.05.2017"	"1995"	"2016"	
"            Material"	"qol_mlc_m"	"folder"	" "	" "	" "	" "	
"                Severely materially deprived people"	"t2020_53"	"table"	"19.07.2017"	"19.07.2017"	"2003"	"2016"	
"                Inability to make ends meet - EU-SILC survey"	"ilc_mdes09"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"	"ilc_mdho01"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Total population having neither a bath, nor a shower, nor indoor flushing toilet in their household - EU-SILC survey"	"ilc_mdho05"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"        Productive or main activity"	"qol_act"	"folder"	" "	" "	" "	" "	
"            Quantity of employment"	"qol_act_qt"	"folder"	" "	" "	" "	" "	
"                Unemployment rates by sex, age and educational attainment level (%)"	"lfsa_urgaed"	"dataset"	"05.07.2017"	"25.04.2017"	"1983"	"2016"	
"                Long-term unemployment (12 months or more) as a percentage of the total unemployment, by sex and age (%)"	"lfsq_upgal"	"dataset"	"11.07.2017"	"17.05.2017"	"1998Q1"	"2017Q1"	
"                People living in households with very low work intensity by age and sex (population aged 0 to 59 years)"	"ilc_lvhl11"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                People living in households with very low work intensity by income quintile and household type (population aged 0 to 59 years)"	"ilc_lvhl13"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                Involuntary part-time employment as percentage of the total part-time employment, by sex and age (%)"	"lfsa_eppgai"	"dataset"	"05.07.2017"	"25.04.2017"	"1983"	"2016"	
"            Quality of employment"	"qol_act_ql"	"folder"	" "	" "	" "	" "	
"                Low-wage earners as a proportion of all employees (excluding apprentices) by age"	"earn_ses_pub1a"	"dataset"	"04.05.2017"	"07.12.2016"	"2006"	"2014"	
"                Low-wage earners as a proportion of all employees (excluding apprentices) by sex"	"earn_ses_pub1s"	"dataset"	"04.05.2017"	"07.12.2016"	"2006"	"2014"	
"                Low-wage earners as a proportion of all employees (excluding apprentices) by educational attainment level"	"earn_ses_pub1i"	"dataset"	"04.05.2017"	"07.12.2016"	"2006"	"2014"	
"                Persons reporting  an accident at work by sex, age and educational attainment level"	"hsw_ac1"	"dataset"	"18.11.2015"	"17.11.2015"	"2007"	"2013"	
"                Persons reporting a work-related health problem by sex, age and educational attainment level"	"hsw_pb1"	"dataset"	"18.11.2015"	"17.11.2015"	"2007"	"2013"	
"                Persons reporting exposure to risk factors that can adversely affect physical health by sex, age and educational attainment level"	"hsw_exp2"	"dataset"	"18.11.2015"	"17.11.2015"	"2007"	"2013"	
"                Persons reporting exposure to risk factors that can adversely affect mental well-being by sex, age and educational attainment level"	"hsw_exp1"	"dataset"	"18.11.2015"	"17.11.2015"	"2007"	"2013"	
"                Accidents at work by sex, age and NACE Rev. 2 activity (A, C-N)"	"hsw_mi01"	"dataset"	"20.07.2017"	"19.06.2017"	"2008"	"2015"	
"                Average number of usual weekly hours of work in main job, by sex, professional status, full-time/part-time and economic activity (from 2008 onwards, NACE Rev. 2) - hours"	"lfsa_ewhun2"	"dataset"	"05.07.2017"	"25.04.2017"	"2008"	"2016"	
"                Employees working shifts as a percentage of the total of employees, by sex and age (%)"	"lfsa_ewpshi"	"dataset"	"05.07.2017"	"25.04.2017"	"1992"	"2016"	
"                Employed persons working on Saturdays as a percentage of the total employment, by sex, age and professional status (%)"	"lfsa_ewpsat"	"dataset"	"05.07.2017"	"25.04.2017"	"1992"	"2016"	
"                Employed persons working on Sundays as a percentage of the total employment, by sex, age and professional status (%)"	"lfsa_ewpsun"	"dataset"	"05.07.2017"	"25.04.2017"	"1992"	"2016"	
"                Employed persons working in the evenings as a percentage of the total employment, by sex, age and professional status (%)"	"lfsa_ewpeve"	"dataset"	"05.07.2017"	"25.04.2017"	"1992"	"2016"	
"                Employed persons working at nights as a percentage of the total employment, by sex, age and professional status (%)"	"lfsa_ewpnig"	"dataset"	"05.07.2017"	"25.04.2017"	"1992"	"2016"	
"        Health"	"qol_hlt"	"folder"	" "	" "	" "	" "	
"            Outcomes"	"qol_hlt_ou"	"folder"	" "	" "	" "	" "	
"                Life expectancy by age and sex"	"demo_mlexpec"	"dataset"	"02.05.2017"	"02.05.2017"	"1960"	"2015"	
"                Healthy life years (from 2004 onwards)"	"hlth_hlye"	"dataset"	"14.06.2017"	"19.05.2017"	"2004"	"2015"	
